category,recipe_name,recipe_url,description,ingredients,directions,serving,nutrition
Entrees,Gluten-Free BBQ Chicken Nuggets Recipe,https://www.eatright.org/recipes/entrees/gluten-free-bbq-chicken-nuggets-recipe,['Your kids (and the adults in your household) will love these gluten-free chicken nuggets! The recipe can be doubled to serve a crowd.'],"['1 tablespoon vegetable oil 1 tablespoon butter ¼ cup brown rice flour ½ teaspoon salt ¼ teaspoon black pepper 1 pound chicken tenders, cut into 1-inch pieces 1 8-ounce can low-sodium tomato sauce 1 tablespoon white distilled vinegar 1 tablespoon dark brown sugar 1 tablespoon gluten-free Dijon mustard 2 tablespoons honey']","Heat the oil and butter in a large skillet over medium-high heat.,Mix the flour with the salt and pepper in a shallow dish.,Dredge the chicken in the flour, shaking off the excess, and place each piece in the skillet.,Cook the nuggets for about 4 to 5 minutes, until the chicken is cooked through and reaches 165°F.,Mix the tomato sauce, vinegar, sugar, mustard and honey in a small saucepan with a wire whisk until well combined. Heat over low heat until the sauce just reaches a simmer.,When the chicken is done, dip each piece into the sauce to coat it and place the nuggets on a serving plate.",['Serving size: 6 to 8 pieces Serves 4'],['Calories: 290; Total Fat: 10g; Saturated Fat: 2.9g; Trans\xa0Fat: 0.1g: Cholesterol: 75mg; Sodium: 485mg; Total Carbohydrate: 25g; Dietary Fiber: 2g; Sugars: 15g; Protein: 26g; Calcium: 26.4 mg; Iron: 1.6 mg']
Entrees,Cheesy White Bean Cakes Recipe,https://www.eatright.org/recipes/entrees/cheesy-white-bean-cakes-recipe,"['These savory cakes replace crab with cannellini beans for a delicious vegetarian treat! Beans are an affordable, fiber-rich alternative to crab. Serve these tasty cakes alongside salad for a refreshing family dinner.']","['1\xa0(15½-ounce) can cannellini beans, drained and rinsed 1 cup frozen corn kernels, thawed ¾ cup shredded part-skim mozzarella cheese ¾ cup dried bread crumbs, divided 1 large egg, beaten ¼ cup light canola mayonnaise 1 tablespoon lemon juice 1 teaspoon dried Italian seasoning ¼ teaspoon salt Freshly ground black pepper 1 tablespoon extra-virgin olive oil ½ to 1 cup pasta sauce, warmed']","Mash beans in a large bowl using a potato masher or the back of a large fork or spoon until smooth but still a bit chunky. Add corn, cheese, ½ cup bread crumbs, egg, mayonnaise, lemon juice, Italian seasoning, salt and pepper to taste; mix well to combine.,Shape the mixture into eight ½-inch thick patties and coat with the remaining bread crumbs. Heat oil in a large nonstick skillet over medium-high heat. Cook the patties until golden brown, about 4 minutes per side.,Serve with warm pasta sauce for dipping.",['Serving size: 2 cakes Serves 4'],['Calories: 350; Total Fat: 13g; Saturated Fat: 3g; Cholesterol: 55mg; Sodium: 710mg; Total Carbohydrate 41g; Dietary Fiber: 6g; Sugars: 5g; Protein: 16g.']
Entrees,Napa Valley Glazed Salmon Recipe,https://www.eatright.org/recipes/entrees/napa-valley-glazed-salmon-recipe,"['Elegant, gourmet and delicious, this salmon recipe is ready in less than 30 minutes. Serve with grilled leeks over white beans seasoned with vinegar, honey and fresh thyme, or atop gently steamed baby spinach\xa0— both are Napa Valley trendy.']","['2 tablespoons honey 1 teaspoon dried thyme 2 teaspoons Dijon mustard 1 teaspoon finely grated lemon zest 1 teaspoon white pepper 1¼ pounds salmon, cut into 4 pieces']","Preheat oven to 350°F.,Combine honey, thyme, mustard, lemon zest and pepper in a small bowl. Arrange salmon, with the skin side down, in a shallow roasting pan lined with cooking foil. Using the back of a spoon, spread the honey mixture to coat the top of each fillet.,Bake, uncovered, for 20 minutes, or until the internal temperature reaches 145°F and flesh is opaque and flakes with a fork.,Next Day Serving Suggestion: Slice leftover salmon and place on top of a bed of mixed greens and chopped tomatoes for an easy lunch or dinner.,Variation: Substitute your favorite dried or fresh herb for the thyme — or combine several.,Tip: To store fresh fish a day or two after purchase, rinse and place in a bag with ice. Pour off melted ice and replace with more ice chunks.,Nutrition Nugget: The white droplets accumulating on the top of salmon are rich in omega-3s, and so is the gray-colored meat right next to the skin. Enjoy both to reap the most omega-3s.",['Serving size: 3 ounces Serves 4'],['Calories: 270; Total fat: 11g; Saturated fat: 1.5g; Cholesterol: 90mg; Sodium: 135mg; Total carbohydrate: 10g; Dietary fiber: 0g; Protein: 32g']
Entrees,Lemongrass Chili Tofu Recipe,https://www.eatright.org/recipes/entrees/lemongrass-chili-tofu-recipe,"The traditional Vietnamese dishĐậu phụ chiên sả ớtusually is deep-fried, but pan-frying tofu makes it just as crispy. Spicy lemongrass topping is the star of this dish!,Prep Time:18 minutesCooking Time:22 minutes","['1 (12-ounce) block extra-firm tofu, drained 2 tablespoons (30 milliliters) canola oil, divided ¼ cup minced lemongrass, stems removed (about 3 stalks) ½ cup chopped leek, white part only 1 red chili, seeded and minced 1 teaspoon reduced-sodium tamari, divided ⅛ teaspoon salt ½ teaspoon sugar ⅛ teaspoon turmeric 6 cups chopped kale']","Cut block of tofu in half and then into ¼-inch thick slices.,Heat 2 teaspoons canola oil in a small pan over medium heat. Add lemongrass, leek and chili. Sauté until golden, about 6 to 8 minutes.,Add ½ teaspoon tamari, salt, sugar and turmeric. Stir for 1 minute. Remove from heat and set aside.,Meanwhile, add 1 tablespoon canola oil to a cast-iron skillet over medium heat.,Once oil is hot, add tofu and cook 8 minutes on one side. Flip and cook 3 to 4 minutes on other side, or until golden brown. Set aside on plate.,Add remaining teaspoon of oil to skillet.,Add kale and sauté 2 to 3 minutes until wilted.,Stir remaining ½ teaspoon tamari into kale. Add kale to serving plate.,Place tofu on top of kale, and top with lemongrass mixture. Serve warm.",['Serves 2 Serving size: 1¼ cup (210 grams)'],"['176 calories, 12g total fat, 1g saturated fat, 0mg cholesterol, 139mg sodium, 9g carbohydrate, 3g fiber, 3g sugar, 11g protein, N/A potassium, N/A phosphorus']"
Entrees,Pinto Bean and Roasted Vegetable Tacos Recipe,https://www.eatright.org/recipes/entrees/pinto-bean-and-roasted-vegetable-tacos-recipe,"['Jazz up taco night with this recipe featuring roasted vegetables for a delicious medley of color, taste and nutrition!']","['1 (16-ounce) can pinto beans, drained and rinsed 2 tablespoons chicken or vegetable broth 1 teaspoon extra-virgin olive oil 2 tablespoons yellow onion,\xa0chopped 1 small jalapeño pepper, seeded and minced ½ teaspoon garlic,\xa0minced Cooking spray 1 medium yellow squash, sliced into coins 1 medium zucchini squash, sliced into coins 1 small yellow onion, sliced Salt and pepper, to taste 8 (6-inch) corn tortillas ½ cup prepared green salsa ½ cup (2 ounces) crumbled queso fresco cheese 1 medium tomato, chopped']",,[],[]
Entrees,Vegetable Stir-Fry with Cashews Recipe,https://www.eatright.org/recipes/entrees/vegetable-stir-fry-with-cashews-recipe,"['Stir-fry — often associated with Asian cooking — involves frying small pieces of food quickly over high heat in a large skillet or wok, stirring constantly. Not only is stir-frying a lower fat cooking method than deep-frying, it also helps fresh vegetables retain their nutrient-rich benefits, bright colors and crisp textures.']","['1 pound fresh broccolini 2 medium carrots 2 tablespoons canola oil 1 tablespoon minced peeled ginger root 1 clove garlic, minced 2 cups (6 ounces) fresh snow peas, ends trimmed, strings removed, or 1\n(6-ounce) package frozen snow peas, thawed 1 cup sliced shiitake mushrooms 2 green onions, cut in 2-inch pieces ½ cup water 2 tablespoons reduced sodium soy sauce 1 tablespoon rice wine (sake), optional 1 teaspoon sugar 1 tablespoon sesame oil 2 tablespoons chopped cashew nuts']","Cut the broccolini tops in florets; set aside. Cut the broccolini stalks and carrots in matchsticks.,Heat the oil in a wok or large non-stick skillet over high heat.,Add the broccolini stalks, carrots, ginger root and garlic. Stir-fry (or cook and stir continuously) for 1 minute.,Add the broccolini florets, snow peas, mushrooms and green onions. Toss gently to mix ingredients.,Combine the water, soy sauce, rice wine, if desired, and sugar in a small bowl. Stir into the vegetable mixture. Cover; cook for about 2 minutes, until vegetables are tender and can easily be pierced by a fork. Remove from heat.,Drizzle the sesame oil over vegetables; toss gently.,To serve, sprinkle with cashew nuts.,If broccolini is not available, substitute 1 pound fresh broccoli with the woody stems removed.,Adding cubes of firm tofu or tempeh adds protein and turns stir-fried vegetables into a vegetarian main dish.,In place of any of these vegetables — or in addition to them — use sliced bell peppers, carrots, green beans, summer squash or zucchini. Pre-soaked, dried mushrooms or portobello mushrooms can be used in place of shiitake mushrooms.",['Serving size:\xa0¾ cup Serves 8'],['Calories: 130; Calories from fat: 70; Total fat: 7g; Saturated fat: 1g; Trans fat: 0g; Cholesterol: 0mg; Sodium: 160mg; Total carbohydrates: 12g; Dietary fiber: 3g; Sugars: 3g; Protein: 5g']
Entrees,Savory Shrimp and Pork Crepes Recipe,https://www.eatright.org/recipes/entrees/savory-shrimp-and-pork-crepes-recipe,"Bánh xèo, or savory Vietnamese pork crepes, are made with a twist — using whole-grain brown rice flour and light beer, less oil and pork loin instead of pork belly.,Prep Time: 45 minutesCooking Time:40 minutes","Crepes,10 ounces pork loin 1 teaspoon salt, divided ½ teaspoon black pepper 1¾ cups brown rice flour 2 teaspoons ground turmeric 2¼ cups (530 milliliters) water 1 cup (240 milliliters) light beer Cooking spray ½ cup chopped green onions or scallions 18 ounces small cooked shrimp, peeled, deveined and tails off 1 cup bean sprouts,Dipping Sauce,2 tablespoons (30 milliliters) less-sodium soy sauce 2 tablespoons (30 milliliters) agave nectar 2 tablespoons (30 milliliters) toasted sesame oil ½ cup (120 milliliters) water 1 teaspoon minced garlic 1 teaspoon (5 milliliters) rice vinegar 1 teaspoon (5 milliliters) Sriracha sauce,Toppings,12 bibb lettuce leaves ½ cup pickled daikon, sliced ½ cup carrots, peeled and julienned","Preheat oven to 375°F (191°C).,Season both sides of pork loin with ½ teaspoon salt and pepper. Place in an oven-safe baking dish or on a cookie sheet and cook for about 30 minutes or until internal temperature reaches 145°F.,Allow pork to rest at least 3 minutes. Thinly slice and set aside.,In a large bowl, stir together flour, turmeric and ½ teaspoon salt.,Stir in water and beer. Let batter rest for about 30 minutes.,Coat a small nonstick pan with cooking spray. Place on stovetop over medium-high heat.,Add green onions to batter and stir.,Ladle ⅓ cup batter into the pan and swirl it around in a circular motion to coat the pan in a thin layer.,Place 2 to 3 shrimp and 1 to 2 pork slices on one side of the crepe, then sprinkle a few bean sprouts on top. Cover the pan and allow to cook for 1 to 2 minutes.,Uncover and use a flexible spatula to gently loosen the crepe around the edge of the pan. Use the spatula to fold the crepe in half. Remove from pan and place on a plate.,Repeat with remaining batter, shrimp, pork and bean sprouts, making sure to spray the pan before each crepe.,In a small bowl, whisk together soy sauce, agave, sesame oil, water, garlic, rice vinegar and Sriracha sauce.,Serve each crepe wrapped in bibb lettuce with daikon and carrots and a side of sesame soy dipping sauce.",['Serves 6 Serving size: 1 crepe (230 grams)'],"['472 calories, 9g total fat, 2g saturated fat, 168mg cholesterol, 818mg sodium, 62g carbohydrate, 4g fiber, 6g sugar, 35g protein, N/A potassium, N/A phosphorus']"
Entrees,Mini Eggplants in Peanutty Sauce Recipe,https://www.eatright.org/recipes/entrees/mini-eggplants-in-peanutty-sauce-recipe,"Baby eggplants are simmered in a thick, full-bodied sauce until tender and juicy.,Prep Time:25 minutesCooking Time:55 minutes","['12 mini eggplants, stems removed ¼ cup unsalted raw peanuts with skins 2 tablespoons dried, unsweetened coconut 1½ teaspoons sesame seeds 2 tablespoons plus 2 teaspoons (40 milliliters) peanut oil, divided 1½ cups thinly sliced yellow onion 1¾ cups (410 milliliters) water, divided 2 cinnamon sticks 4 cloves ⅛ teaspoon turmeric ¼ teaspoon chili powder ½ teaspoon garam masala ½ teaspoon coriander-cumin powder 1⅓ cup (320 milliliters) no-salt-added tomato puree ¼ cup plus 2 tablespoons chopped fresh cilantro leaves, divided ½ teaspoon plus ⅛ teaspoon salt']","Using a knife, make 2 perpendicular cuts down the length of each eggplant, stopping before the base to keep pieces connected.,In a 6-inch skillet, toast peanuts over medium-high heat, turning frequently until skins begin to pop and peanuts develop brown spots, about 5 to 6 minutes. Watch for signs of burning and adjust heat accordingly.,Allow peanuts to cool, remove skins and transfer peanuts to a blender.,Toast coconut in the same skillet over low heat for about 1 to 2 minutes until light golden brown. Transfer to blender with peanuts.,Add sesame seeds to skillet and toast over medium heat for 3 to 4 minutes until golden brown. Transfer to blender.,Heat 1 tablespoon plus 1 teaspoon peanut oil in a 3-quart saucepan. Add onions and sauté over medium heat until lightly caramelized, about 10 to 12 minutes.,Transfer onions to blender with dry ingredients, add ¾ cup water and blend until a paste forms.,Heat remaining 1 tablespoon plus 1 teaspoon oil in the same saucepan over medium heat. Add cinnamon and cloves and cook until they sizzle.Add onion-peanut paste and sauté until it thickens, all water evaporates and paste begins to look shiny, about 10 to 12 minutes.,Add remaining spices and stir to combine.,Add tomato puree and ¼ cup cilantro and stir to combine.,Add salt and cook 8 to 10 minutes or until oil begins to separate from the sides of the pan.,Add eggplants and stir until they are coated with sauce.,Cover and allow eggplants to simmer over low to medium heat for approximately 5 minutes.,Add 1 cup water, cover and continue to simmer over medium heat for 5 minutes, stirring occasionally.,Remove the lid and simmer for an additional 5 to 8 minutes until sauce reduces and thickens.,Garnish with remaining cilantro and serve hot.",['Serves: 6 Serving size: ½ cup (95 grams)'],"['139 calories, 9g total fat, 2g saturated fat, 0mg cholesterol, 269mg sodium, 13g carbohydrate, 4g fiber, 6g sugar, 4g protein, 472mg potassium, 79mg phosphorus']"
Entrees,Zesty Shrimp Saute Recipe,https://www.eatright.org/recipes/entrees/zesty-shrimp-saute-recipe,"Juicy shrimp with a hint of spice make a tasty lunch, potluck dinner or weeknight meal. Serve this protein-packed dish hot or chilled.,Prep Time:10 minutesCooking Time:5 minutes","['1 teaspoon granulated garlic ½ teaspoon red pepper flakes ¼ teaspoon ground black pepper ¼ teaspoon kosher salt 1 teaspoon unsalted butter 1 pound shrimp, peeled and deveined (about 16 large shrimp) 2 tablespoons (30 milliliters) lemon juice ½ teaspoon lemon zest']","Preheat a nonstick sauté pan over medium heat for 1 minute.,Add garlic, red pepper flakes, pepper and salt. Toast for 30 seconds.,Increase heat to medium-high, add butter and allow to melt completely.,Add shrimp and cook 1 minute on each side until flesh is opaque. Turn off heat.,Add lemon juice and zest. Swirl the pan until shrimp are evenly coated with sauce.,Serve immediately or refrigerate for at least 2 hours and serve chilled.",['Serving size: 4 shrimp (115 grams) Serves : 4'],"['108 calories, 1g total fat, 1g saturated fat, 185mg cholesterol, 236mg sodium, 1g carbohydrate, 0g fiber, 0g sugar, 23g protein, 322mg potassium, 247mg phosphorus']"
Entrees,Pulled Mexican Pork Recipe,https://www.eatright.org/recipes/entrees/pulled-mexican-pork-recipe,['This simple protein-packed dish can be enjoyed as a taco or burrito filling or served on a whole-grain bun.'],"['1 cup 100% orange juice with calcium and vitamin D ½ cup 100% grapefruit juice 3 pounds pork shoulder, trimmed, bone-in 1 cup water 1 medium onion, sliced 1 ounce packet taco seasoning']","Combine the orange and grapefruit juices and pork in a bowl. Cover and refrigerate overnight.,Drain pork and add it to a slow cooker along with the remaining ingredients.,Cook on high for 4 hours or until fork tender and your thermometer reads a minimum of 145°F.,While meat is still in the slow cooker, use two forks to pull meat off the bone and shred into pieces.",['Serving size: ⅓ cup Serves 12'],['Calories: 140; Total Fat: 5g; Saturated Fat: 2g; Trans\xa0Fat: 0g; Cholesterol: 55mg; Sodium: 350mg; Total Carbohydrate: 5g; Dietary Fiber: 0g; Sugars: 3g: Protein: 17g.']
Entrees,Crispy Tofu and Bok Choy Stir-fry Recipe,https://www.eatright.org/recipes/entrees/crispy-tofu-and-bok-choy-stir-fry-recipe,"[""A satisfying, flavorful vegetarian meal that's ready in less than 30 minutes! Brown rice contains more dietary fiber than white rice and provides a nice chewy texture to the stir-fry.""]","['20 ounces microwaveable brown rice 1 tablespoon coconut oil 14 ounces extra-firm tofu, drained and pressed, cut into ½-inch cubes 8 cups bok choy, rinsed with leaves and stems chopped (about 2 heads of bok choy, or 4 baby bok choy) ¼ cup tamari or light soy sauce 2 teaspoons agave nectar or maple syrup 1 teaspoon Sriracha hot sauce, optional Green onions, to garnish']","Prepare brown rice according to package directions. Set aside.,In a large skillet, heat coconut oil over medium-high heat. When oil is hot, add tofu cubes carefully. Cook for 2 minutes, then flip tofu to another side. You can remove the pan from heat while flipping tofu to avoid oil splatter. Cook tofu on at least 4 sides for crispy texture, cooking for 2 minutes on each side. Once cooked as desired, remove tofu from pan and set aside.,Using the same skillet, sauté bok choy over medium heat for 2 minutes. While bok choy is cooking, combine tamari, agave nectar and Sriracha (if using) in a small bowl.,Turn off heat and add sauce and cooked brown rice to skillet with bok choy and stir together. Add tofu cubes and mix together briefly to maintain crispiness of tofu. Top with sliced green onions and serve.,Canola or sesame oil may be used in place of coconut oil.",['Serving size: 1 cup Serves 4'],"['Calories: 435; Total fat: 12g; Saturated fat: 4g; Cholesterol: 0mg; Sodium: 1,286mg; Carbohydrates: 66g; Fiber: 8g; Sugars: 8g; Protein: 23g; Potassium: N/A; Phosphorus: N/A']"
Entrees,Roasted Tomato and Leek Flatbread Recipe,https://www.eatright.org/recipes/entrees/roasted-tomato-and-leek-flatbread-recipe,"Flatbread: It's pizza with a twist … or is pizza flatbread with a twist? Some food historians believe that Italian pizza evolved from Egyptian flatbread. Either way, today, pizza and flatbread are both topped with an endless variety of ingredients.,Great as an appetizer or as a light meal with a crisp garden
salad, this version gets its savory flavors from herb-roasted cherry tomatoes,
leeks sautéed with garlic, nutty-flavored gruyère cheese, and a sprinkle of
pine nuts. It's all assembled atop a fiber-rich whole-grain crust.","['2\ncups red and yellow cherry tomatoes, halved 3 tablespoons olive oil, divided 1 tablespoon and 1 teaspoon herbs de Provence ¼ teaspoon salt Pinch of black pepper 1 medium leek, washed well, thinly sliced 1 clove garlic, minced ¼ cup cornmeal 1 (14-ounce) refrigerated classic whole-grain pizza dough ¼ cup pine nuts or slivered almonds 1 cup (4 ounces) shredded gruyère cheese']","Preheat
    the oven to 350ºF (176ºC).,Toss
    cherry tomatoes with 1 tablespoon olive oil, herbs de Provence, salt and
    pepper. Arrange on a baking sheet lined with parchment paper. Roast in the oven
    for 1 hour. Remove from the oven and set aside. (Note: This can be done ahead of time;
    roasted tomatoes can be frozen and also used in salad, quiche and salsa.),Meanwhile, heat 1 tablespoon olive oil in a
    10-inch nonstick skillet over medium heat. Add leeks and garlic. Cook and
    stir uncovered for about 3 minutes, or until slightly softened.,Turn
    the oven up to 400ºF (204ºC).,To
    make the crust, dust a 15-inch pizza tray or stone (or a greased nonstick
    cookie sheet) with cornmeal. Unroll the dough, arranging it over the cornmeal. Brush
    the dough with the remaining 1 tablespoon olive oil.,Layer
    the roasted cherry tomatoes, leek, garlic and pine nuts or almonds on the unbaked
    crust. Top with cheese. Bake for 20 to 25 minutes, or until the crust
    is golden brown.,Remove from the oven;
    allow the flatbread to sit for about 10 minutes before slicing.,Herbs de
    Provence is an herb blend, often available in supermarkets. (Or, make your own blend.) If unavailable, substitute an equivalent total amount
    of marjoram, rosemary and thyme.,To
    prepare the leek, remove the root end and leafy top (where the white part
    becomes green). Thoroughly rinse under cool, running water, separating the
    leaves while rinsing them to remove any dirt inside.",['Serves 8'],['Calories:\n310; Calories from fat: 150; Total fat: 17g; Saturated fat: 4.5g; Trans fat:\n0g; Cholesterol: 15mg; Sodium: 400mg; Total carbohydrate: 31g; Dietary fiber: 3g;\nSugars: 4g; Protein: 10g']
Entrees,Spanish Potato-Onion Omelet with Spinach Recipe,https://www.eatright.org/recipes/entrees/spanish-potato-onion-omelet-with-spinach-recipe,"['Calledtortilla Españolathroughout Spain, this\ntraditional dish often is called a potato-onion omelet. Not to be mistaken with\nMexican tortillas — made with corn or wheat — in Spanish cuisine, a tortilla is\nmade of sliced potatoes and onion, pan-fried in olive oil in a skillet, then\nlayered with beaten eggs and oven-baked until the eggs are cooked firm.\nThis variation uses less olive oil and adds tomatoes and spinach, making it a nourishing\nentrée for a light supper or brunch.']","['2 tablespoons olive oil 1½ pounds (about 2½ cups) unpeeled Yukon Gold\nor red-skinned new potatoes, thinly sliced 1\ncup red onion, thinly sliced 2\ncloves garlic, minced ½\ncup sun-dried tomatoes*, chopped 1\ntablespoon chopped fresh rosemary or 1 teaspoon dried rosemary 1\ntablespoon chopped fresh thyme or 1 teaspoon dried thyme ½\nteaspoon smoked paprika 3\ncups fresh spinach, chopped 4\nlarge eggs 4\nlarge egg whites** ½\nteaspoon salt ½\nteaspoon freshly-ground pepper Parsley\nsprigs, for garnish (optional)']","Preheat
    the oven broiler.,Heat
    olive oil in an oven-proof nonstick skillet over medium heat. Add potatoes, onion and garlic; combine to coat the mixture with olive oil. Cook
    for about 10 minutes, stirring frequently to prevent sticking, until the
    potatoes are tender yet still firm. (Add more oil if needed.) Remove from
    the heat.,Mix
    sun-dried tomatoes, rosemary, thyme and paprika into the potato-onion
    mixture in the skillet. Fold in the spinach.,In a medium bowl,
    lightly whisk eggs, egg whites, salt and pepper.,Pour
    eggs over the spinach-potato-onion mixture. Return to heat. As the
    eggs cook, shake the skillet so the egg mixture flows to the other
    ingredients. Use a spatula to gently raise the edges of the tortilla so the
    uncooked eggs flow underneath.,As
    the edges of the tortilla begin to set, remove the skillet from the
    stove top and place it under the oven broiler. Broil for about 5 minutes,
    or until the top becomes golden brown and the eggs are set. Remove from the
    broiler with a hot pad; cool slightly so you can handle the skillet.,Slide a spatula around the edges and underneath the tortilla. Gently slide the
    tortilla from the skillet onto a serving plate. Allow to cool for about 5
    minutes, then cut into wedges. Serve hot or at room temperature. Garnish
    with parsley.,*If you prefer, substitute roasted red
    peppers for sun-dried tomatoes.,**Substitute 2 large eggs for 4 large egg whites, if
    desired.",['Serves 6 to 8'],['Calories:\n230; Calories from fat: 70; Total fat: 8g; Saturated fat: 2g; Trans fat: 0g;\nCholesterol: 140mg; Sodium: 390mg; Total carbohydrate: 30g; Dietary fiber: 4g;\nSugars: 4g; Protein: 11g']
Entrees,Salmon Sliders with Lemon-Dill Spread Recipe,https://www.eatright.org/recipes/entrees/salmon-sliders-with-lemon-dill-spread-recipe,"['The frigid waters of places like Norway, Chile and Alaska are a natural environment\nfor salmon, a rich source of heart-healthy omega-3 fatty acids. To fit seafood\ninto your day, try this recipe for pan-fried salmon burgers. Serve with a Norwegian-inspired lemon-dill spread, tomato and\ncucumber slices, and served on hearty whole-wheat buns. Canned salmon is\neconomical and nourishing, with the added benefit of calcium from the tiny\nedible bones ground during the canning process. For convenience, keep a can of\nsalmon on hand.']","Salmon Patties 1 (14¾-ounce) can unsalted sockeye or pink salmon, drained ¾ cup plain dried whole-wheat breadcrumbs, divided 1 medium green onion,
chopped 2 teaspoons grated lemon peel ⅛ teaspoon freshly-ground
black pepper ¼ cup reduced-fat mayonnaise 1 large egg, slightly beaten 1 tablespoon honey 2 tablespoons canola oil, or more if needed,Lemon-Dill Spread ½ cup plain reduced-fat Greek yogurt 2 tablespoons chopped fresh dill 1 tablespoon Dijon mustard 1 tablespoon freshly squeezed lemon juice 1 clove garlic, minced Salt, to taste,For Serving 6 (2½-inch) whole-wheat buns, lightly
toasted 1 medium tomato,
sliced ½ cup thinly sliced cucumbers","Coarsely
    flake the salmon into a medium bowl. Add ¼ cup breadcrumbs, green onion,
    lemon peel and pepper; mix. Set aside.,Combine
    mayonnaise, egg and honey in a small bowl. Mix into the salmon mixture.,Form
    salmon mixture into six ½-inch thick patties. Put the remaining ½ cup breadcrumbs
    on a plate; coat salmon patties well with crumbs, firmly shaping them
    so the patties are compact. Refrigerate, covered, for at least 1 hour to firm
    the salmon patties.,Meanwhile, prepare lemon-dill spread. Combine yogurt, dill, mustard,
    lemon juice, garlic and salt in a small bowl; blend well. Cover; chill until
    ready to assemble the salmon sliders.,Heat oil in a 10-inch non-stick skillet on medium heat. Cook the salmon
    patties for about 5 to 6 minutes on each side, turning gently. Cook until
    golden brown.,To assemble salmon sliders, cover the insides of the toasted buns with
    lemon-dill spread. Arrange the salmon patties, tomato and cucumbers on top.,As an alternative cooking method, cook the salmon patties in a 350°F oven. Place the patties on a baking sheet, coated with cooking spray. Cook for about 8 minutes per side, turning gently, until golden brown.",['Serves 6'],['Calories:\n360; Calories from fat: 160; Total fat: 18g; Saturated fat: 3g; Trans fat: 0g;\nCholesterol: 55mg; Sodium: 380mg; Total carbohydrate: 32g; Dietary fiber: 4g;\nSugars: 8g; Protein: 19g']
Entrees,African Style Rice with Chicken Drumsticks Recipe,https://www.eatright.org/recipes/entrees/african-style-rice-with-chicken-drumsticks-recipe,"['Traditional rice dishes take the stage as the main entrée in so many cultures, from Spanish paella and Italian risotto to South Asian biryani and Cajun jambalaya. West Africa is no exception. Jollof rice is a spicy, one-pot dish with a different version prepared in nearly every West African country —\xa0and perhaps in every family. Common ingredients include tomatoes, onions and peppers, plus rice, meat, poultry or fish. Jollof rice also can incorporate a rainbow of other vegetables. It even can be made without meat. Fried plantains and salad are typically served as sides.']","['2 to 2½ pounds chicken drumsticks (8 drumsticks) ½ teaspoon black pepper ¼ cup canola oil 1 large yellow onion, chopped 1 to 2 jalapeño peppers, seeded, diced 2 cloves garlic, minced 1 tablespoon grated peeled ginger root 2 cups brown rice 1 (15-ounce) can no-salt-added diced tomatoes 3 tablespoons tomato paste 1 teaspoon ground cumin 1 teaspoon thyme leaves 4 cups sodium-reduced chicken broth 2 tablespoons fresh lime juice 2 cups fresh or frozen green peas 2 carrots, diced 1 lime, sliced, for garnish Sprigs of cilantro or parsley, for garnish']","Season chicken with black pepper.,Heat oil in a 12-inch nonstick skillet over medium-high heat. Add chicken; cook until lightly browned. Remove chicken from the skillet; set
    aside. Leave drippings in the skillet.,Add onion, jalapeño peppers, garlic and ginger root to the skillet. Reduce to medium heat. Cook and stir for 3 to 5 minutes, until onions are
    transparent. Remove from heat.,Add rice; toss with onion mixture. Mix in tomatoes, tomato paste, cumin and thyme. Cook and stir over medium heat for about 3 minutes.,Arrange chicken over the rice mixture in skillet. Combine broth and lime juice in a medium bowl; pour over the chicken. Cover; reduce heat to
    simmer. Cook for about 30 minutes.,Place peas and carrots over chicken. Cover; continue to simmer for another 10 minutes, until the broth is absorbed, the rice is tender, and the chicken is
    cooked through. Remove from heat. Keep covered; rest for 10 minutes before serving.,To serve, garnish with lime slices and cilantro or parsley.",['Serves\n8'],['Calories:\n520; Calories from fat: 210; Total fat: 23g; Saturated fat: 5g; Trans fat: 0g;\nCholesterol: 90mg; Sodium: 450mg; Total carbohydrate: 49g; Dietary fiber: 5g;\nSugars: 7g; Protein: 28g']
